L1,L2,L3,L4,R1,R2,R3,R4,R5
ITGB2,,,,PLAUR,,,,
ITGB2,,,,ITGAD,,,,
PTPRC,,,,IFNAR1,,,,
PECAM1,,,,SDC4,,,,
ITGAM,,,,PLAUR,,,,
ITGB7,,,,ITGAE,,,,
CDH5,,,,KDR,,,,
PTPRC,,,,TEK,,,,
ITGA4,,,,CXCR4,,,,
PECAM1,,,,CXCR4,,,,
ITGA4,,,,CD44,,,,
CDH2,,,,PTPRB,,,,
CDH2,,,,BOC,,,,
PTPRC,,,,TIE1,,,,
CDH2,,,,FGFR4,,,,
PECAM1,,,,ACKR3,,,,
PECAM1,,,,GPC1,,,,
PTPRM,,,,PTPRS,,,,
NFASC,,,,NRCAM,,,,
MAG,,,,RTN4R,,,,
ITGB2,,,,PTCH1,,,,
ITGB2,,,,PTCH2,,,,
ICAM1,,,,EDA2R,,,,
ITGB1,,,,PDGFRB,,,,
ITGB1,,,,IGF2R,,,,
ITGB1,,,,SDC1,,,,
ITGB1,,,,ITGAX,,,,
ITGB1,,,,EPHA2,,,,
ITGB1,,,,PTCH1,,,,
ITGB1,,,,ITGA7,,,,
ITGB1,,,,NCSTN,,,,
ITGB1,,,,PTCH2,,,,
CDH1,,,,KDR,,,,
CDH1,,,,DDR1,,,,
CDH1,,,,DDR2,,,,
CDH1,,,,CDON,,,,
CDH1,,,,NCSTN,,,,
CDH1,,,,BOC,,,,
ITGA4,,,,PTCH1,,,,
CDH2,,,,RYK,,,,
CDH2,,,,DDR1,,,,
CDH2,,,,DDR2,,,,
CDH2,,,,NEO1,,,,
MAG,,,,NTRK2,,,,
MAG,,,,LINGO1,,,,
ITGB7,,,,PTCH1,,,,
ITGB7,,,,PTCH2,,,,
CDH5,,,,TGFBR1,,,,
CDH5,,,,ACVRL1,,,,
CDH5,,,,TGFBR2,,,,
CDH15,,,,NEO1,,,,
NECTIN2,,,,TNFRSF12A,,,,
PTPRC,,,,EGFR,,,,
CD28,,,,CD4,,,,
PTPRC,,,,CD4,,,,
CD2,,,,CD4,,,,
CNTN1,,,,PTPRB,,,,
PTPRC,,,,CD44,,,,
NCAM1,,,,EGFR,,,,
VCAM1,,,,FAS,,,,
ICAM2,,,,NRP1,,,,
CD99,,,,EPHB4,,,,
CD99,,,,LRP6,,,,
CD99,,,,UNC5C,,,,
ICAM2,,,,CD44,,,,
ALCAM,,,,EGFR,,,,
CDH1,,,,ERBB2,,,,
ITGB1,,,,ITGA10,,,,
PECAM1,,,,ITGA5,,,,
PTPRC,,,,NTRK1,,,,
CDH1,,,,MET,,,,
PECAM1,,,,ITGB3,,,,
CDH3,,,,IGF1R,,,,
ITGB2,,,,EGFR,,,,
CADM1,,,,ITGB4,,,,
CDH5,,,,EGFR,,,,
SELL,,,,CD4,,,,
CNTNAP1,,,,PTPRB,,,,
CDH1,,,,FGFR1,,,,
L1CAM,,,,FGFR1,,,,
MAG,,,,NGFR,,,,
OCLN,,,,TGFBR1,,,,
PTPRC,,,,CD8A,,,,
JAM3,,,,ITGAX,,,,
JAM3,,,,F2RL2,,,,
CDH4,,,,MTNR1B,,,,
ITGB1,,,,FZD6,,,,
CDH2,,,,LRP5,,,,
CDH2,,,,LRP6,,,,
CD274,,,,CD4,,,,
ITGA4,,,,TFRC,,,,
VCAM1,,,,TFRC,,,,
ITGB1,,,,NTRK1,,,,
CDH2,,,,NTRK1,,,,
L1CAM,,,,NTRK1,,,,
GLG1,,,,NTRK1,,,,
ITGB1,,,,ITGB3,,,,
PECAM1,,,,ITGAV,,,,
VCAM1,,,,ITGA5,,,,
ITGA4,,,,RPSA,,,,
VCAM1,,,,RPSA,,,,
VCAM1,,,,IGF2R,,,,
VCAM1,,,,GP1BB,,,,
F11R,,,,TGFBR1,,,,
OCLN,,,,TGFBR2,,,,
F11R,,,,TGFBR2,,,,
CNTN2,,,,NCAM1,,,,
PTPRC,,,,CD2,,,,
PTPRC,,,,CD28,,,,
NEGR1,,,,CNTN1,,,,
ITGB1,,,,ITGA4,,,,
ITGB1,,,,ITGA9,,,,
ITGAL,,,,F11R,,,,
CD2,,,,PTPRC,,,,
ITGB2,,,,ITGAL,,,,
ITGB2,,,,JAM3,,,,
ITGAM,,,,JAM3,,,,
ITGAM,,,,ICAM2,,,,
ITGA4,,,,ITGB7,,,,
ITGB7,,,,MADCAM1,,,,
CNTN1,,,,CNTNAP2,,,,
ITGA4,,,,MADCAM1,,,,
SELL,,,,SELE,,,,
SELE,,,,SELPLG,,,,
PTPRC,,,,CDH2,,,,
PTPRC,,,,ITGAL,,,,
SELL,,,,SELPLG,,,,
CDH1,,,,CDH3,,,,
CDH2,,,,CDH4,,,,
L1CAM,,,,CNTN2,,,,
CLDN11,,,,ITGB1,,,,
ITGB1,,,,L1CAM,,,,
ITGB1,,,,JAM2,,,,
ITGB1,,,,JAM3,,,,
NCAM1,,,,CNTN2,,,,
ITGA4,,,,JAM2,,,,
ITGA4,,,,JAM3,,,,
CDH2,,,,PTPRM,,,,
CNTNAP1,,,,CNTN1,,,,
FGF1,,,,SPHK1,,,,
WNT4,,,,P2RX4,,,,
TNF,,,,RACK1,,,,
GPNMB,,,,EGFR,,,,
WNT3,,,,DLG4,,,,
FLRT3,,,,FGFR1,,,,
CCL5,,,,PIGR,,,,
BDNF,,,,ESR1,,,,
PDGFB,,,,LYVE1,,,,
NRG1,,,,LSR,,,,
NRG1,,,,EXTL3,,,,
FGF1,,,,GPC6,,,,
HMGB1,,,,NTRK1,,,,
INSL6,,,,ALK,,,,
WISP2,,,,IGF1R,,,,
NGF,,,,ROR1,,,,
GDF15,,,,ERBB2,,,,
IGF1,,,,RACK1,,,,
JAG2,,,,PTK7,,,,
JAG2,,,,LSR,,,,
JAG2,,,,DLG1,,,,
IL12B,,,,VDR,,,,
GMFB,,,,ITPR3,,,,
FBRS,,,,GPC4,,,,
NENF,,,,GRM1,,,,
IL25,,,,ESR1,,,,
HMGB2,,,,ITPR3,,,,
KL,,,,INSR,,,,
WNT10B,,,,LRP6,,,,
WNT10A,,,,LRP6,,,,
WNT9A,,,,LRP6,,,,
KL,,,,IGF1R,,,,
LGALS3,,,,FAS,,,,
WNT10B,,,,LRP5,,,,
WNT2,,,,LRP5,,,,
WNT9B,,,,LRP5,,,,
WNT10A,,,,LRP5,,,,
WNT9A,,,,LRP5,,,,
IL15,,,,INPP5K,,,,
WNT9A,,,,MUSK,,,,
NPPA,,,,ESR1,,,,
TTR,,,,LRP2,,,,
WNT3A,,,,DLG4,,,,
WNT3A,,,,DLG1,,,,
TGFA,,,,DLG1,,,,
HMGB1,,,,AR,,,,
IL24,,,,ESR2,,,,
TFF1,,,,ESR2,,,,
OXT,,,,ESR2,,,,
FBN1,,,,EBP,,,,
PTN,,,,RACK1,,,,
TTR,,,,DDR1,,,,
HMGB1,,,,AGTRAP,,,,
INS,,,,HLA-DQA2,,,,
TNF,,,,CALM1,,,,
BMP2,,,,RGMA,,,,
BMP2,,,,HFE2,,,,
EGF,,,,VTN,,,,
APOA1,,,,ATP5B,,,,
IGF2,,,,VTN,,,,
IL33,,,,IL1RAP,,,,
TTR,,,,AGER,,,,
TTR,,,,NGFR,,,,
TTR,,,,INPP5K,,,,
TTR,,,,IL7R,,,,
TFF1,,,,FGFR2,,,,
LGALS3,,,,CD6,,,,
BDNF,,,,INPP5K,,,,
APOA1,,,,IL7R,,,,
APOA1,,,,SCARB1,,,,
IGF1,,,,IGSF1,,,,
CHGB,,,,FGFR3,,,,
BDNF,,,,SORCS2,,,,
POMC,,,,VTN,,,,
TNFRSF11B,,,,VTN,,,,
BMP1,,,,ADRA1A,,,,
MIF,,,,TNFRSF14,,,,
BMP6,,,,HFE2,,,,
HAMP,,,,SLC40A1,,,,
TFF1,,,,SIGLEC8,,,,
INHBB,,,,IGSF1,,,,
CORT,,,,GRM6,,,,
CORT,,,,S1PR2,,,,
CORT,,,,ADORA3,,,,
CORT,,,,CNR1,,,,
CORT,,,,DRD4,,,,
CORT,,,,CASR,,,,
CORT,,,,PTGER3,,,,
CORT,,,,GPER1,,,,
CORT,,,,TAS2R10,,,,
CORT,,,,TAS2R7,,,,
CORT,,,,GPR55,,,,
TNFRSF11B,,,,TNFRSF11A,,,,
CCL21,,,,GRM6,,,,
CCL21,,,,S1PR2,,,,
CCL21,,,,ADORA3,,,,
CCL21,,,,CNR1,,,,
CCL21,,,,DRD4,,,,
CCL21,,,,CASR,,,,
CCL21,,,,PTGER3,,,,
CCL21,,,,GPER1,,,,
CCL21,,,,TAS2R10,,,,
CCL21,,,,TAS2R7,,,,
CCL21,,,,GPR55,,,,
CXCL11,,,,GRM6,,,,
CXCL11,,,,S1PR2,,,,
CXCL11,,,,ADORA3,,,,
CXCL11,,,,CNR1,,,,
CXCL11,,,,DRD4,,,,
CXCL11,,,,CASR,,,,
CXCL11,,,,PTGER3,,,,
CXCL11,,,,GPER1,,,,
CXCL11,,,,TAS2R10,,,,
CXCL11,,,,TAS2R7,,,,
CXCL11,,,,GPR55,,,,
MSTN,,,,ACVR1B,,,,
MSTN,,,,TGFBR1,,,,
MSTN,,,,ACVR1C,,,,
WNT9A,,,,PTK7,,,,
NPFF,,,,TBXA2R,,,,
NPFF,,,,PTGER1,,,,
NPFF,,,,ADRA1A,,,,
NPFF,,,,CASR,,,,
NPFF,,,,GRM5,,,,
NPFF,,,,PTGFR,,,,
NPFF,,,,GPR68,,,,
NPFF,,,,GPR65,,,,
NPFF,,,,OPN4,,,,
CCL25,,,,S1PR2,,,,
CCL25,,,,ADORA3,,,,
CCL25,,,,CNR1,,,,
CCL25,,,,DRD4,,,,
CCL25,,,,CASR,,,,
CCL25,,,,PTGER3,,,,
CCL25,,,,GPER1,,,,
CCL25,,,,TAS2R10,,,,
CCL25,,,,TAS2R7,,,,
CCL25,,,,GPR55,,,,
FLRT2,,,,FGFR1,,,,
HCRT,,,,HLA-DQB1,,,,
HCRT,,,,TBXA2R,,,,
HCRT,,,,PTGER1,,,,
HCRT,,,,ADRA1A,,,,
HCRT,,,,CASR,,,,
HCRT,,,,GRM5,,,,
HCRT,,,,PTGFR,,,,
HCRT,,,,GPR68,,,,
HCRT,,,,GPR65,,,,
HCRT,,,,OPN4,,,,
CXCL13,,,,S1PR2,,,,
CXCL13,,,,ADORA3,,,,
CXCL13,,,,CNR1,,,,
CXCL13,,,,DRD4,,,,
CXCL13,,,,CASR,,,,
CXCL13,,,,PTGER3,,,,
CXCL13,,,,GPER1,,,,
CXCL13,,,,TAS2R10,,,,
CXCL13,,,,TAS2R7,,,,
CXCL13,,,,GPR55,,,,
GREM1,,,,FLT1,,,,
WISP3,,,,SCARB2,,,,
WISP3,,,,SORL1,,,,
GDF11,,,,ANTXR1,,,,
UTS2,,,,CHRM5,,,,
UTS2,,,,CHRM1,,,,
UTS2,,,,CHRM3,,,,
UTS2,,,,TBXA2R,,,,
UTS2,,,,ADRA1D,,,,
UTS2,,,,PTAFR,,,,
UTS2,,,,PTGER1,,,,
UTS2,,,,ADRA1A,,,,
UTS2,,,,ADRA1B,,,,
UTS2,,,,CASR,,,,
UTS2,,,,P2RY2,,,,
UTS2,,,,GRM5,,,,
UTS2,,,,PTGFR,,,,
UTS2,,,,LPAR6,,,,
UTS2,,,,GPR4,,,,
UTS2,,,,P2RY1,,,,
UTS2,,,,GRM1,,,,
UTS2,,,,GPR17,,,,
UTS2,,,,P2RY6,,,,
UTS2,,,,LTB4R,,,,
UTS2,,,,GPR68,,,,
UTS2,,,,GPRC6A,,,,
UTS2,,,,GPR65,,,,
UTS2,,,,LPAR5,,,,
UTS2,,,,LTB4R2,,,,
UTS2,,,,CYSLTR2,,,,
UTS2,,,,LPAR3,,,,
UTS2,,,,OPN4,,,,
UTS2,,,,GPR132,,,,
UTS2,,,,CYSLTR1,,,,
IL33,,,,IL1R1,,,,
F2,,,,TBXA2R,,,,
F2,,,,ADRA1A,,,,
F2,,,,CASR,,,,
F2,,,,GRM5,,,,
F2,,,,PTGFR,,,,
F2,,,,GPR68,,,,
F2,,,,GPR65,,,,
F2,,,,OPN4,,,,
AGT,,,,CHRM2,,,,
AGT,,,,CHRM4,,,,
AGT,,,,CHRM5,,,,
AGT,,,,ADORA3,,,,
AGT,,,,DRD2,,,,
AGT,,,,ANPEP,,,,
AGT,,,,ADRA2B,,,,
AGT,,,,ADRA2C,,,,
AGT,,,,CHRM3,,,,
AGT,,,,S1PR1,,,,
AGT,,,,CNR1,,,,
AGT,,,,TBXA2R,,,,
AGT,,,,DRD4,,,,
AGT,,,,ADRA1D,,,,
AGT,,,,PTAFR,,,,
AGT,,,,ADORA1,,,,
AGT,,,,CNR2,,,,
AGT,,,,ADRA1A,,,,
AGT,,,,ADRA1B,,,,
AGT,,,,DRD3,,,,
AGT,,,,GRM5,,,,
AGT,,,,PTGFR,,,,
AGT,,,,PTGER3,,,,
AGT,,,,LPAR6,,,,
AGT,,,,GPR4,,,,
AGT,,,,P2RY1,,,,
AGT,,,,HCAR3,,,,
AGT,,,,P2RY4,,,,
AGT,,,,TAS2R38,,,,
AGT,,,,TAS2R39,,,,
AGT,,,,TAS2R40,,,,
AGT,,,,TAS2R41,,,,
AGT,,,,TAS2R31,,,,
AGT,,,,TAS2R46,,,,
AGT,,,,TAS2R60,,,,
AGT,,,,GRM1,,,,
AGT,,,,GPR17,,,,
AGT,,,,GPR18,,,,
AGT,,,,GRM2,,,,
AGT,,,,GRM3,,,,
AGT,,,,P2RY6,,,,
AGT,,,,LTB4R,,,,
AGT,,,,GPR68,,,,
AGT,,,,GPRC6A,,,,
AGT,,,,GPR65,,,,
AGT,,,,HCAR2,,,,
AGT,,,,OXGR1,,,,
AGT,,,,S1PR3,,,,
AGT,,,,GPER1,,,,
AGT,,,,P2RY13,,,,
AGT,,,,SUCNR1,,,,
AGT,,,,HCAR1,,,,
AGT,,,,LPAR5,,,,
AGT,,,,S1PR5,,,,
AGT,,,,P2RY12,,,,
AGT,,,,LTB4R2,,,,
AGT,,,,CYSLTR2,,,,
AGT,,,,TAS2R16,,,,
AGT,,,,TAS2R14,,,,
AGT,,,,TAS2R13,,,,
AGT,,,,TAS2R10,,,,
AGT,,,,TAS2R7,,,,
AGT,,,,TAS2R4,,,,
AGT,,,,TAS2R3,,,,
AGT,,,,TAS2R1,,,,
AGT,,,,GABBR1,,,,
AGT,,,,LPAR3,,,,
AGT,,,,OPN4,,,,
AGT,,,,GPR132,,,,
AGT,,,,CYSLTR1,,,,
AGT,,,,GPR55,,,,
C5,,,,VTN,,,,
C5,,,,CHRM2,,,,
C5,,,,CHRM4,,,,
C5,,,,ADORA3,,,,
C5,,,,DRD2,,,,
C5,,,,ADRA2B,,,,
C5,,,,ADRA2C,,,,
C5,,,,S1PR1,,,,
C5,,,,CNR1,,,,
C5,,,,DRD4,,,,
C5,,,,ADORA1,,,,
C5,,,,CNR2,,,,
C5,,,,DRD3,,,,
C5,,,,CASR,,,,
C5,,,,PTGER3,,,,
C5,,,,HCAR3,,,,
C5,,,,P2RY4,,,,
C5,,,,TAS2R38,,,,
C5,,,,TAS2R39,,,,
C5,,,,TAS2R40,,,,
C5,,,,TAS2R41,,,,
C5,,,,TAS2R31,,,,
C5,,,,TAS2R46,,,,
C5,,,,TAS2R60,,,,
C5,,,,GPR17,,,,
C5,,,,GPR18,,,,
C5,,,,GRM2,,,,
C5,,,,GRM3,,,,
C5,,,,HCAR2,,,,
C5,,,,OXGR1,,,,
C5,,,,S1PR3,,,,
C5,,,,GPER1,,,,
C5,,,,P2RY13,,,,
C5,,,,SUCNR1,,,,
C5,,,,HCAR1,,,,
C5,,,,LPAR5,,,,
C5,,,,S1PR5,,,,
C5,,,,P2RY12,,,,
C5,,,,TAS2R16,,,,
C5,,,,TAS2R14,,,,
C5,,,,TAS2R13,,,,
C5,,,,TAS2R10,,,,
C5,,,,TAS2R7,,,,
C5,,,,TAS2R4,,,,
C5,,,,TAS2R3,,,,
C5,,,,TAS2R1,,,,
C5,,,,GABBR1,,,,
C5,,,,LPAR3,,,,
C5,,,,GPR55,,,,
EGF,,,,CD3D,,,,
EGF,,,,CHRM2,,,,
EGF,,,,CD3G,,,,
EGF,,,,CFTR,,,,
EGF,,,,M6PR,,,,
EGF,,,,DAB2,,,,
EGF,,,,SCARB2,,,,
TGFA,,,,FOLR1,,,,
TGFA,,,,GRIA1,,,,
GNRH1,,,,TBXA2R,,,,
GNRH1,,,,PTGER1,,,,
GNRH1,,,,ADRA1A,,,,
GNRH1,,,,CASR,,,,
GNRH1,,,,GRM5,,,,
GNRH1,,,,PTGFR,,,,
GNRH1,,,,GPR68,,,,
GNRH1,,,,GPR65,,,,
GNRH1,,,,OPN4,,,,
NPPA,,,,CORIN,,,,
OXT,,,,CHRM5,,,,
OXT,,,,CHRM1,,,,
OXT,,,,CHRM3,,,,
OXT,,,,TBXA2R,,,,
OXT,,,,ADRA1D,,,,
OXT,,,,PTAFR,,,,
OXT,,,,PTGER1,,,,
OXT,,,,ADRA1A,,,,
OXT,,,,ADRA1B,,,,
OXT,,,,CASR,,,,
OXT,,,,P2RY2,,,,
OXT,,,,GRM5,,,,
OXT,,,,PTGFR,,,,
OXT,,,,LPAR6,,,,
OXT,,,,GPR4,,,,
OXT,,,,P2RY1,,,,
OXT,,,,GRM1,,,,
OXT,,,,GPR17,,,,
OXT,,,,P2RY6,,,,
OXT,,,,LTB4R,,,,
OXT,,,,GPR68,,,,
OXT,,,,GPRC6A,,,,
OXT,,,,GPR65,,,,
OXT,,,,LPAR5,,,,
OXT,,,,LTB4R2,,,,
OXT,,,,CYSLTR2,,,,
OXT,,,,LPAR3,,,,
OXT,,,,OPN4,,,,
OXT,,,,GPR132,,,,
OXT,,,,CYSLTR1,,,,
AVP,,,,CD3D,,,,
AVP,,,,CHRM2,,,,
AVP,,,,ADRB1,,,,
AVP,,,,CHRM5,,,,
AVP,,,,CD3G,,,,
AVP,,,,CHRM1,,,,
AVP,,,,CFTR,,,,
AVP,,,,CHRM3,,,,
AVP,,,,M6PR,,,,
AVP,,,,DRD1,,,,
AVP,,,,TBXA2R,,,,
AVP,,,,DRD5,,,,
AVP,,,,ADRA1D,,,,
AVP,,,,PTAFR,,,,
AVP,,,,ADORA2A,,,,
AVP,,,,ADORA2B,,,,
AVP,,,,PTGER1,,,,
AVP,,,,ADRA1A,,,,
AVP,,,,ADRA1B,,,,
AVP,,,,PTGER4,,,,
AVP,,,,CASR,,,,
AVP,,,,P2RY2,,,,
AVP,,,,GRM5,,,,
AVP,,,,PTGFR,,,,
AVP,,,,PTGER2,,,,
AVP,,,,PTGIR,,,,
AVP,,,,LPAR6,,,,
AVP,,,,GPR4,,,,
AVP,,,,P2RY1,,,,
AVP,,,,GPR15,,,,
AVP,,,,DAB2,,,,
AVP,,,,GRM1,,,,
AVP,,,,PTGDR,,,,
AVP,,,,GPR17,,,,
AVP,,,,SCARB2,,,,
AVP,,,,GPR176,,,,
AVP,,,,P2RY6,,,,
AVP,,,,LTB4R,,,,
AVP,,,,GPR68,,,,
AVP,,,,GPRC6A,,,,
AVP,,,,GPR65,,,,
AVP,,,,GPR150,,,,
AVP,,,,GPBAR1,,,,
AVP,,,,TAAR1,,,,
AVP,,,,LPAR5,,,,
AVP,,,,LTB4R2,,,,
AVP,,,,GPR27,,,,
AVP,,,,CYSLTR2,,,,
AVP,,,,GPR83,,,,
AVP,,,,LPAR3,,,,
AVP,,,,OPN4,,,,
AVP,,,,GPR132,,,,
AVP,,,,CYSLTR1,,,,
AVP,,,,GPR45,,,,
POMC,,,,CHRM2,,,,
POMC,,,,CHRM4,,,,
POMC,,,,ADRB1,,,,
POMC,,,,ADORA3,,,,
POMC,,,,DRD2,,,,
POMC,,,,ADRA2B,,,,
POMC,,,,ADRA2C,,,,
POMC,,,,GNAT2,,,,
POMC,,,,S1PR1,,,,
POMC,,,,CNR1,,,,
POMC,,,,DRD1,,,,
POMC,,,,DRD4,,,,
POMC,,,,DRD5,,,,
POMC,,,,ADORA2A,,,,
POMC,,,,ADORA2B,,,,
POMC,,,,ADORA1,,,,
POMC,,,,CNR2,,,,
POMC,,,,PTGER4,,,,
POMC,,,,DRD3,,,,
POMC,,,,CASR,,,,
POMC,,,,PTGER3,,,,
POMC,,,,PTGER2,,,,
POMC,,,,PTGIR,,,,
POMC,,,,HCAR3,,,,
POMC,,,,GPR15,,,,
POMC,,,,P2RY4,,,,
POMC,,,,TAS2R38,,,,
POMC,,,,TAS2R39,,,,
POMC,,,,TAS2R40,,,,
POMC,,,,TAS2R41,,,,
POMC,,,,TAS2R31,,,,
POMC,,,,TAS2R46,,,,
POMC,,,,TAS2R60,,,,
POMC,,,,PTGDR,,,,
POMC,,,,GPR17,,,,
POMC,,,,GPR18,,,,
POMC,,,,GRM2,,,,
POMC,,,,GPR176,,,,
POMC,,,,GRM3,,,,
POMC,,,,GPR150,,,,
POMC,,,,HCAR2,,,,
POMC,,,,GPBAR1,,,,
POMC,,,,OXGR1,,,,
POMC,,,,TAAR1,,,,
POMC,,,,S1PR3,,,,
POMC,,,,GPER1,,,,
POMC,,,,P2RY13,,,,
POMC,,,,SUCNR1,,,,
POMC,,,,HCAR1,,,,
POMC,,,,LPAR5,,,,
POMC,,,,S1PR5,,,,
POMC,,,,P2RY12,,,,
POMC,,,,GPR27,,,,
POMC,,,,GPR83,,,,
POMC,,,,TAS2R16,,,,
POMC,,,,TAS2R14,,,,
POMC,,,,TAS2R13,,,,
POMC,,,,TAS2R10,,,,
POMC,,,,TAS2R7,,,,
POMC,,,,TAS2R4,,,,
POMC,,,,TAS2R3,,,,
POMC,,,,TAS2R1,,,,
POMC,,,,GABBR1,,,,
POMC,,,,LPAR3,,,,
POMC,,,,GPR55,,,,
POMC,,,,GPR45,,,,
PENK,,,,ADORA3,,,,
PENK,,,,CNR1,,,,
PENK,,,,DRD4,,,,
PENK,,,,CASR,,,,
PENK,,,,PTGER3,,,,
PENK,,,,GPER1,,,,
PENK,,,,TAS2R10,,,,
PENK,,,,TAS2R7,,,,
PENK,,,,GPR55,,,,
PDYN,,,,CHRM2,,,,
PDYN,,,,CHRM4,,,,
PDYN,,,,ADORA3,,,,
PDYN,,,,DRD2,,,,
PDYN,,,,ADRA2B,,,,
PDYN,,,,ADRA2C,,,,
PDYN,,,,GNAT2,,,,
PDYN,,,,S1PR1,,,,
PDYN,,,,CNR1,,,,
PDYN,,,,DRD4,,,,
PDYN,,,,ADORA1,,,,
PDYN,,,,CNR2,,,,
PDYN,,,,DRD3,,,,
PDYN,,,,CASR,,,,
PDYN,,,,PTGER3,,,,
PDYN,,,,HCAR3,,,,
PDYN,,,,P2RY4,,,,
PDYN,,,,TAS2R38,,,,
PDYN,,,,TAS2R39,,,,
PDYN,,,,TAS2R40,,,,
PDYN,,,,TAS2R41,,,,
PDYN,,,,TAS2R31,,,,
PDYN,,,,TAS2R46,,,,
PDYN,,,,TAS2R60,,,,
PDYN,,,,GPR17,,,,
PDYN,,,,GPR18,,,,
PDYN,,,,GRM2,,,,
PDYN,,,,GRM3,,,,
PDYN,,,,HCAR2,,,,
PDYN,,,,OXGR1,,,,
PDYN,,,,S1PR3,,,,
PDYN,,,,GPER1,,,,
PDYN,,,,P2RY13,,,,
PDYN,,,,SUCNR1,,,,
PDYN,,,,HCAR1,,,,
PDYN,,,,LPAR5,,,,
PDYN,,,,S1PR5,,,,
PDYN,,,,P2RY12,,,,
PDYN,,,,TAS2R16,,,,
PDYN,,,,TAS2R14,,,,
PDYN,,,,TAS2R13,,,,
PDYN,,,,TAS2R10,,,,
PDYN,,,,TAS2R7,,,,
PDYN,,,,TAS2R4,,,,
PDYN,,,,TAS2R3,,,,
PDYN,,,,TAS2R1,,,,
PDYN,,,,GABBR1,,,,
PDYN,,,,LPAR3,,,,
PDYN,,,,GPR55,,,,
CGA,,,,ADRB1,,,,
CGA,,,,ADORA2A,,,,
CGA,,,,PTGER4,,,,
CGA,,,,GPR83,,,,
TSHB,,,,ADRB1,,,,
TSHB,,,,ADORA2A,,,,
TSHB,,,,PTGER4,,,,
TSHB,,,,GPR83,,,,
FSHB,,,,ADRB1,,,,
FSHB,,,,DRD1,,,,
FSHB,,,,DRD5,,,,
FSHB,,,,ADORA2A,,,,
FSHB,,,,ADORA2B,,,,
FSHB,,,,PTGER4,,,,
FSHB,,,,PTGER2,,,,
FSHB,,,,PTGIR,,,,
FSHB,,,,GPR15,,,,
FSHB,,,,PTGDR,,,,
FSHB,,,,GPR176,,,,
FSHB,,,,GPR150,,,,
FSHB,,,,GPBAR1,,,,
FSHB,,,,TAAR1,,,,
FSHB,,,,GPR27,,,,
FSHB,,,,GPR83,,,,
FSHB,,,,GPR45,,,,
LHB,,,,ADRB1,,,,
LHB,,,,DRD1,,,,
LHB,,,,DRD5,,,,
LHB,,,,ADORA2A,,,,
LHB,,,,ADORA2B,,,,
LHB,,,,PTGER4,,,,
LHB,,,,PTGER2,,,,
LHB,,,,PTGIR,,,,
LHB,,,,GPR15,,,,
LHB,,,,PTGDR,,,,
LHB,,,,GPR176,,,,
LHB,,,,GPR150,,,,
LHB,,,,GPBAR1,,,,
LHB,,,,TAAR1,,,,
LHB,,,,GPR27,,,,
LHB,,,,GPR83,,,,
LHB,,,,GPR45,,,,
PRL,,,,HLA-DQB2,,,,
PRL,,,,TRAM1,,,,
CALCA,,,,ADRB1,,,,
CALCA,,,,DRD1,,,,
CALCA,,,,DRD5,,,,
CALCA,,,,ADORA2A,,,,
CALCA,,,,ADORA2B,,,,
CALCA,,,,PTGER4,,,,
CALCA,,,,PTGER2,,,,
CALCA,,,,PTGIR,,,,
CALCA,,,,GPR15,,,,
CALCA,,,,PTGDR,,,,
CALCA,,,,GPR176,,,,
CALCA,,,,GPR150,,,,
CALCA,,,,GPBAR1,,,,
CALCA,,,,TAAR1,,,,
CALCA,,,,GPR27,,,,
CALCA,,,,GPR83,,,,
CALCA,,,,GPR45,,,,
PTH,,,,ADRB1,,,,
PTH,,,,ADORA2A,,,,
PTH,,,,PTGER4,,,,
PTH,,,,GPR83,,,,
GCG,,,,ADRB1,,,,
GCG,,,,CHRM5,,,,
GCG,,,,CHRM1,,,,
GCG,,,,CHRM3,,,,
GCG,,,,DRD1,,,,
GCG,,,,TBXA2R,,,,
GCG,,,,DRD5,,,,
GCG,,,,ADRA1D,,,,
GCG,,,,PTAFR,,,,
GCG,,,,ADORA2A,,,,
GCG,,,,ADORA2B,,,,
GCG,,,,PTGER1,,,,
GCG,,,,ADRA1A,,,,
GCG,,,,ADRA1B,,,,
GCG,,,,PTGER4,,,,
GCG,,,,CASR,,,,
GCG,,,,P2RY2,,,,
GCG,,,,GRM5,,,,
GCG,,,,PTGFR,,,,
GCG,,,,PTGER2,,,,
GCG,,,,PTGIR,,,,
GCG,,,,LPAR6,,,,
GCG,,,,GPR4,,,,
GCG,,,,P2RY1,,,,
GCG,,,,GPR15,,,,
GCG,,,,GRM1,,,,
GCG,,,,PTGDR,,,,
GCG,,,,GPR17,,,,
GCG,,,,GPR176,,,,
GCG,,,,P2RY6,,,,
GCG,,,,LTB4R,,,,
GCG,,,,GPR68,,,,
GCG,,,,GPRC6A,,,,
GCG,,,,GPR65,,,,
GCG,,,,GPR150,,,,
GCG,,,,GPBAR1,,,,
GCG,,,,TAAR1,,,,
GCG,,,,LPAR5,,,,
GCG,,,,LTB4R2,,,,
GCG,,,,GPR27,,,,
GCG,,,,CYSLTR2,,,,
GCG,,,,GPR83,,,,
GCG,,,,LPAR3,,,,
GCG,,,,OPN4,,,,
GCG,,,,GPR132,,,,
GCG,,,,CYSLTR1,,,,
GCG,,,,GPR45,,,,
VIP,,,,ADRB1,,,,
VIP,,,,DRD1,,,,
VIP,,,,DRD5,,,,
VIP,,,,ADORA2A,,,,
