L1,L2,R1,R2,R3
NMB,,TACR3,,
NMB,,BDKRB2,,
NMB,,AGTR1,,
NMB,,OXTR,,
NMB,,NTSR1,,
NMB,,CCKAR,,
NMB,,CCKBR,,
NMB,,TRHR,,
NMB,,HRH1,,
NMB,,AVPR1A,,
NMB,,HTR2B,,
NMB,,XCR1,,
NMB,,BDKRB1,,
NMB,,GCGR,,
NMB,,AVPR1B,,
NMB,,F2RL1,,
NMB,,NPSR1,,
NMB,,PROKR2,,
NMB,,PROKR1,,
NMB,,LPAR1,,
NMB,,GHSR,,
NMB,,KISS1R,,
NMB,,QRFPR,,
NMB,,F2RL3,,
NMB,,LPAR4,,
NMB,,MCHR1,,
NMB,,NMUR2,,
NMB,,NPFFR1,,
NMB,,NMUR1,,
NMB,,LPAR2,,
NMB,,UTS2R,,
NMB,,NPFFR2,,
GIP,,LHCGR,,
GIP,,FSHR,,
GIP,,LOC521257,,
GIP,,AVPR2,,
GIP,,CALCR,,
GIP,,MC4R,,
GIP,,MC5R,,
GIP,,HTR7,,
GIP,,CRHR1,,
GIP,,VIPR2,,
GIP,,MC3R,,
GIP,,GCGR,,
GIP,,SCTR,,
GIP,,PTH2R,,
GIP,,HTR6,,
GIP,,MC2R,,
GIP,,MC1R,,
GIP,,GHRHR,,
GIP,,CRHR2,,
GIP,,HTR4,,
GIP,,CALCRL,,
GIP,,NPSR1,,
GIP,,RXFP2,,
GIP,,RXFP1,,
SAA2,,CXCR2,,
SAA2,,EDNRA,,
SAA2,,CXCR7,,
SAA2,,F2R,,
SAA2,,NPY1R,,
SAA2,,NMBR,,
SAA2,,GRPR,,
SAA2,,AGTR1,,
SAA2,,OXTR,,
SAA2,,CCKBR,,
SAA2,,CCR1,,
SAA2,,CCR7,,
SAA2,,HRH1,,
SAA2,,OPRM1,,
SAA2,,OPRD1,,
SAA2,,OPRK1,,
SAA2,,HTR2B,,
SAA2,,CCR2,,
SAA2,,CCR10,,
SAA2,,GALR1,,
SAA2,,NPBWR1,,
SAA2,,NPY2R,,
SAA2,,CXCR3,,
SAA2,,CCR3,,
SAA2,,CCR9,,
SAA2,,F2RL1,,
SAA2,,CXCR4,,
SAA2,,P2RY14,,
SAA2,,NPY5R,,
SAA2,,LPAR1,,
SAA2,,QRFPR,,
SAA2,,MCHR1,,
SAA2,,LPAR2,,
SAA3,,C5AR1,,
SAA3,,EDNRB,,
SAA3,,CXCR2,,
SAA3,,EDNRA,,
SAA3,,TACR1,,
SAA3,,CXCR7,,
SAA3,,F2R,,
SAA3,,NPY1R,,
SAA3,,HTR1D,,
SAA3,,HTR1B,,
SAA3,,HTR2A,,
SAA3,,HTR2C,,
SAA3,,NMBR,,
SAA3,,TACR3,,
SAA3,,BDKRB2,,
SAA3,,GRPR,,
SAA3,,AGTR1,,
SAA3,,OXTR,,
SAA3,,SSTR1,,
SAA3,,SSTR2,,
SAA3,,HTR1F,,
SAA3,,GNRHR,,
SAA3,,NTSR1,,
SAA3,,CCKAR,,
SAA3,,CCKBR,,
SAA3,,CCR1,,
SAA3,,CCR7,,
SAA3,,CXCR5,,
SAA3,,SSTR3,,
SAA3,,TRHR,,
SAA3,,SSTR5,,
SAA3,,HRH1,,
SAA3,,OPRM1,,
SAA3,,AVPR1A,,
SAA3,,OPRD1,,
SAA3,,OPRK1,,
SAA3,,OPRL1,,
SAA3,,HTR2B,,
SAA3,,CCR2,,
SAA3,,CCR10,,
SAA3,,XCR1,,
SAA3,,BDKRB1,,
SAA3,,GALR1,,
SAA3,,GCGR,,
SAA3,,HTR5A,,
SAA3,,AVPR1B,,
SAA3,,MTNR1A,,
SAA3,,NPBWR1,,
SAA3,,NPY2R,,
SAA3,,MTNR1B,,
SAA3,,CXCR3,,
SAA3,,AGTR2,,
SAA3,,CCR3,,
SAA3,,CCR4,,
SAA3,,CCR5,,
SAA3,,CCR6,,
SAA3,,CCR8,,
SAA3,,CCR9,,
SAA3,,F2RL1,,
SAA3,,CXCR4,,
SAA3,,GRM4,,
SAA3,,P2RY14,,
SAA3,,NPY5R,,
SAA3,,C3AR1,,
SAA3,,NPSR1,,
SAA3,,PROKR2,,
SAA3,,PROKR1,,
SAA3,,RXFP4,,
SAA3,,LPAR1,,
SAA3,,GHSR,,
SAA3,,KISS1R,,
SAA3,,QRFPR,,
SAA3,,F2RL3,,
SAA3,,LPAR4,,
SAA3,,MCHR1,,
SAA3,,NMUR2,,
SAA3,,NPFFR1,,
SAA3,,HRH4,,
SAA3,,NMUR1,,
SAA3,,LPAR2,,
SAA3,,RXFP3,,
SAA3,,UTS2R,,
SAA3,,HRH3,,
SAA3,,NPFFR2,,
M-SAA3.2,,CXCR2,,
M-SAA3.2,,EDNRA,,
M-SAA3.2,,CXCR7,,
M-SAA3.2,,F2R,,
M-SAA3.2,,NPY1R,,
M-SAA3.2,,NMBR,,
M-SAA3.2,,GRPR,,
M-SAA3.2,,AGTR1,,
M-SAA3.2,,OXTR,,
M-SAA3.2,,CCKBR,,
M-SAA3.2,,CCR1,,
M-SAA3.2,,CCR7,,
M-SAA3.2,,HRH1,,
M-SAA3.2,,OPRM1,,
M-SAA3.2,,OPRD1,,
M-SAA3.2,,OPRK1,,
M-SAA3.2,,HTR2B,,
M-SAA3.2,,CCR2,,
M-SAA3.2,,CCR10,,
M-SAA3.2,,GALR1,,
M-SAA3.2,,NPBWR1,,
M-SAA3.2,,NPY2R,,
M-SAA3.2,,CXCR3,,
M-SAA3.2,,CCR3,,
M-SAA3.2,,CCR9,,
M-SAA3.2,,F2RL1,,
M-SAA3.2,,CXCR4,,
M-SAA3.2,,P2RY14,,
M-SAA3.2,,NPY5R,,
M-SAA3.2,,LPAR1,,
M-SAA3.2,,QRFPR,,
M-SAA3.2,,MCHR1,,
M-SAA3.2,,LPAR2,,
PYY,,C5AR1,,
PYY,,CXCR2,,
PYY,,CXCR7,,
PYY,,HTR1D,,
PYY,,HTR1B,,
PYY,,BDKRB2,,
PYY,,SSTR1,,
PYY,,SSTR2,,
PYY,,HTR1F,,
PYY,,CCR1,,
PYY,,CCR7,,
PYY,,CXCR5,,
PYY,,SSTR3,,
PYY,,SSTR5,,
PYY,,OPRM1,,
PYY,,OPRD1,,
PYY,,OPRK1,,
PYY,,OPRL1,,
PYY,,CCR2,,
PYY,,CCR10,,
PYY,,BDKRB1,,
PYY,,GALR1,,
PYY,,HTR5A,,
PYY,,NPBWR1,,
PYY,,MTNR1B,,
PYY,,CXCR3,,
PYY,,AGTR2,,
PYY,,CCR3,,
PYY,,CCR4,,
PYY,,CCR5,,
PYY,,CCR6,,
PYY,,CCR8,,
PYY,,CCR9,,
PYY,,CXCR4,,
PYY,,GRM4,,
PYY,,P2RY14,,
PYY,,C3AR1,,
PYY,,RXFP4,,
PYY,,LPAR1,,
PYY,,MCHR1,,
PYY,,NMUR2,,
PYY,,HRH4,,
PYY,,NMUR1,,
PYY,,LPAR2,,
PYY,,RXFP3,,
PYY,,HRH3,,
CALCB,,MC4R,,
CALCB,,MC5R,,
CALCB,,CRHR1,,
CALCB,,MC3R,,
CALCB,,MC2R,,
CALCB,,MC1R,,
CALCB,,CRHR2,,
GZMB,,NOTCH2,,
GZMB,,NOTCH3,,
SPP1,,NCSTN,,
PTHLH,,CALCR,,
PTHLH,,MC4R,,
PTHLH,,MC5R,,
PTHLH,,CRHR1,,
PTHLH,,MC3R,,
PTHLH,,MC2R,,
PTHLH,,MC1R,,
PTHLH,,CRHR2,,
PTHLH,,CALCRL,,
BMP2,,FGFR2,,
BMP2,,FGFR4,,
BMP2,,FGFR3,,
BMP2,,NEO1,,
CCL5,,CXCR2,,
CCL5,,CXCR7,,
CCL5,,NPY1R,,
CCL5,,CCR7,,
CCL5,,OPRM1,,
CCL5,,OPRD1,,
CCL5,,OPRK1,,
CCL5,,CCR2,,
CCL5,,CCR10,,
CCL5,,GALR1,,
CCL5,,NPBWR1,,
CCL5,,NPY2R,,
CCL5,,CCR9,,
CCL5,,CXCR4,,
CCL5,,P2RY14,,
CCL5,,NPY5R,,
CCL5,,LPAR1,,
CCL5,,MCHR1,,
CCL5,,LPAR2,,
EDN3,,TACR2,,
EDN3,,TACR1,,
EDN3,,F2R,,
EDN3,,HTR2A,,
EDN3,,HTR2C,,
EDN3,,NMBR,,
EDN3,,TACR3,,
EDN3,,BDKRB2,,
EDN3,,GRPR,,
EDN3,,AGTR1,,
EDN3,,OXTR,,
EDN3,,GNRHR,,
EDN3,,NTSR1,,
EDN3,,CCKAR,,
EDN3,,CCKBR,,
EDN3,,TRHR,,
EDN3,,HRH1,,
EDN3,,AVPR1A,,
EDN3,,HTR2B,,
EDN3,,XCR1,,
EDN3,,BDKRB1,,
EDN3,,GCGR,,
EDN3,,AVPR1B,,
EDN3,,F2RL1,,
EDN3,,NPSR1,,
EDN3,,PROKR2,,
EDN3,,PROKR1,,
EDN3,,LPAR1,,
EDN3,,GHSR,,
EDN3,,KISS1R,,
EDN3,,QRFPR,,
EDN3,,F2RL3,,
EDN3,,LPAR4,,
EDN3,,MCHR1,,
EDN3,,NMUR2,,
EDN3,,NPFFR1,,
EDN3,,NMUR1,,
EDN3,,LPAR2,,
EDN3,,UTS2R,,
EDN3,,NPFFR2,,
NID1,,NOTCH1,,
NID1,,NOTCH2,,
NID1,,NOTCH3,,
HSP90B1,,BMPR1A,,
HSP90B1,,AMFR,,
LIF,,CNTFR,,
PVR,,TNFRSF12A,,
VEGFA,,PDGFRA,,
VEGFA,,AXL,,
ADCYAP1,,CALCR,,
ADCYAP1,,MC4R,,
ADCYAP1,,MC5R,,
ADCYAP1,,CRHR1,,
ADCYAP1,,MC3R,,
ADCYAP1,,MC2R,,
ADCYAP1,,MC1R,,
ADCYAP1,,CRHR2,,
ADCYAP1,,CALCRL,,
ADCYAP1,,NTRK2,,
CXCL2,,CXCR7,,
CXCL2,,NPY1R,,
CXCL2,,CCR1,,
CXCL2,,CCR7,,
CXCL2,,OPRM1,,
CXCL2,,OPRD1,,
CXCL2,,OPRK1,,
CXCL2,,CCR2,,
CXCL2,,CCR10,,
CXCL2,,GALR1,,
CXCL2,,NPBWR1,,
CXCL2,,NPY2R,,
CXCL2,,CXCR3,,
CXCL2,,CCR3,,
CXCL2,,CCR9,,
CXCL2,,CXCR4,,
CXCL2,,P2RY14,,
CXCL2,,NPY5R,,
CXCL2,,LPAR1,,
CXCL2,,LPAR2,,
CXCL3,,CXCR7,,
CXCL3,,NPY1R,,
CXCL3,,CCR1,,
CXCL3,,CCR7,,
CXCL3,,OPRM1,,
CXCL3,,OPRD1,,
CXCL3,,OPRK1,,
CXCL3,,CCR2,,
CXCL3,,CCR10,,
CXCL3,,GALR1,,
CXCL3,,NPBWR1,,
CXCL3,,NPY2R,,
CXCL3,,CXCR3,,
CXCL3,,CCR3,,
CXCL3,,CCR9,,
CXCL3,,CXCR4,,
CXCL3,,P2RY14,,
CXCL3,,NPY5R,,
CXCL3,,LPAR1,,
CXCL3,,LPAR2,,
TAC1,,EDNRA,,
TAC1,,F2R,,
TAC1,,NMBR,,
TAC1,,GRPR,,
TAC1,,AGTR1,,
TAC1,,OXTR,,
TAC1,,CCKBR,,
TAC1,,HRH1,,
TAC1,,OPRD1,,
TAC1,,HTR2B,,
TAC1,,F2RL1,,
TAC1,,LPAR1,,
TAC1,,QRFPR,,
TAC1,,MCHR1,,
TAC1,,LPAR2,,
PMCH,,TACR2,,
PMCH,,C5AR1,,
PMCH,,EDNRB,,
PMCH,,CXCR2,,
PMCH,,EDNRA,,
PMCH,,TACR1,,
PMCH,,CXCR7,,
PMCH,,F2R,,
PMCH,,NPY1R,,
PMCH,,HTR1D,,
PMCH,,HTR1B,,
PMCH,,HTR2A,,
PMCH,,HTR2C,,
PMCH,,NMBR,,
PMCH,,TACR3,,
PMCH,,BDKRB2,,
PMCH,,GRPR,,
PMCH,,AGTR1,,
PMCH,,OXTR,,
PMCH,,SSTR1,,
PMCH,,SSTR2,,
PMCH,,HTR1F,,
PMCH,,GNRHR,,
PMCH,,NTSR1,,
PMCH,,CCKAR,,
PMCH,,CCKBR,,
PMCH,,CCR1,,
PMCH,,CCR7,,
PMCH,,CXCR5,,
PMCH,,SSTR3,,
PMCH,,TRHR,,
PMCH,,SSTR5,,
PMCH,,HRH1,,
PMCH,,OPRM1,,
PMCH,,AVPR1A,,
PMCH,,OPRD1,,
PMCH,,OPRK1,,
PMCH,,OPRL1,,
PMCH,,HTR2B,,
PMCH,,CCR2,,
PMCH,,CCR10,,
PMCH,,XCR1,,
PMCH,,BDKRB1,,
PMCH,,GALR1,,
PMCH,,GCGR,,
PMCH,,HTR5A,,
PMCH,,AVPR1B,,
PMCH,,NPBWR1,,
PMCH,,NPY2R,,
PMCH,,MTNR1B,,
PMCH,,CXCR3,,
PMCH,,AGTR2,,
PMCH,,CCR3,,
PMCH,,CCR4,,
PMCH,,CCR5,,
PMCH,,CCR6,,
PMCH,,CCR8,,
PMCH,,CCR9,,
PMCH,,F2RL1,,
PMCH,,CXCR4,,
PMCH,,GRM4,,
PMCH,,P2RY14,,
PMCH,,NPY5R,,
PMCH,,C3AR1,,
PMCH,,NPSR1,,
PMCH,,PROKR2,,
PMCH,,PROKR1,,
PMCH,,RXFP4,,
PMCH,,LPAR1,,
PMCH,,GHSR,,
PMCH,,KISS1R,,
PMCH,,QRFPR,,
PMCH,,F2RL3,,
PMCH,,LPAR4,,
PMCH,,NMUR2,,
PMCH,,NPFFR1,,
PMCH,,HRH4,,
PMCH,,NMUR1,,
PMCH,,LPAR2,,
PMCH,,RXFP3,,
PMCH,,UTS2R,,
PMCH,,HRH3,,
PMCH,,NPFFR2,,
TRH,,EDNRA,,
TRH,,F2R,,
TRH,,NMBR,,
TRH,,GRPR,,
TRH,,AGTR1,,
TRH,,OXTR,,
TRH,,CCKBR,,
TRH,,HRH1,,
TRH,,HTR2B,,
TRH,,F2RL1,,
TRH,,LPAR1,,
TRH,,QRFPR,,
TRH,,MCHR1,,
TRH,,LPAR2,,
EDN2,,TACR2,,
EDN2,,TACR1,,
EDN2,,F2R,,
EDN2,,HTR2A,,
EDN2,,HTR2C,,
EDN2,,NMBR,,
EDN2,,TACR3,,
EDN2,,BDKRB2,,
EDN2,,GRPR,,
EDN2,,AGTR1,,
EDN2,,OXTR,,
EDN2,,GNRHR,,
EDN2,,NTSR1,,
EDN2,,CCKAR,,
EDN2,,CCKBR,,
EDN2,,TRHR,,
EDN2,,HRH1,,
EDN2,,AVPR1A,,
EDN2,,HTR2B,,
EDN2,,XCR1,,
EDN2,,BDKRB1,,
EDN2,,GCGR,,
EDN2,,AVPR1B,,
EDN2,,F2RL1,,
EDN2,,NPSR1,,
EDN2,,PROKR2,,
EDN2,,PROKR1,,
EDN2,,LPAR1,,
EDN2,,GHSR,,
EDN2,,KISS1R,,
EDN2,,QRFPR,,
EDN2,,F2RL3,,
EDN2,,LPAR4,,
EDN2,,MCHR1,,
EDN2,,NMUR2,,
EDN2,,NPFFR1,,
EDN2,,NMUR1,,
EDN2,,LPAR2,,
EDN2,,UTS2R,,
EDN2,,NPFFR2,,
EFNA1,,EPHB2,,
EFNA1,,TGFBR1,,
EFNA1,,EPHB3,,
EFNA1,,EPHB4,,
FGF7,,DDR1,,
GAL,,CXCR2,,
GAL,,CXCR7,,
GAL,,NPY1R,,
GAL,,HTR1D,,
GAL,,HTR1B,,
GAL,,BDKRB2,,
GAL,,SSTR1,,
GAL,,SSTR2,,
GAL,,HTR1F,,
GAL,,CCR1,,
GAL,,CCR7,,
GAL,,CXCR5,,
GAL,,SSTR3,,
GAL,,SSTR5,,
GAL,,OPRM1,,
GAL,,OPRD1,,
GAL,,OPRK1,,
GAL,,OPRL1,,
GAL,,CCR2,,
GAL,,CCR10,,
GAL,,BDKRB1,,
GAL,,HTR5A,,
GAL,,NPBWR1,,
GAL,,NPY2R,,
GAL,,MTNR1B,,
GAL,,CXCR3,,
GAL,,AGTR2,,
GAL,,CCR3,,
GAL,,CCR4,,
GAL,,CCR5,,
GAL,,CCR6,,
GAL,,CCR8,,
GAL,,CCR9,,
GAL,,CXCR4,,
GAL,,GRM4,,
GAL,,P2RY14,,
GAL,,NPY5R,,
GAL,,C3AR1,,
GAL,,RXFP4,,
GAL,,LPAR1,,
GAL,,MCHR1,,
GAL,,NMUR2,,
GAL,,HRH4,,
GAL,,NMUR1,,
GAL,,LPAR2,,
GAL,,RXFP3,,
GAL,,HRH3,,
CALR,,NCSTN,,
CALR,,LGR4,,
CD40LG,,TRAF2,,
LRPAP1,,MTNR1B,,
NTS,,CCKBR,,
NTS,,HRH1,,
NTS,,HTR2B,,
NTS,,F2RL1,,
NTS,,LPAR1,,
NTS,,QRFPR,,
NTS,,LPAR2,,
ADM,,VIPR2,,
ADM,,MC3R,,
ADM,,GLP1R,,
ADM,,GCGR,,
ADM,,SCTR,,
ADM,,GIPR,,
ADM,,PTH2R,,
ADM,,HTR6,,
ADM,,MC2R,,
ADM,,MC1R,,
ADM,,GHRHR,,
ADM,,CRHR2,,
ADM,,HTR4,,
ADM,,NPSR1,,
ADM,,RXFP2,,
ADM,,RXFP1,,
PTGS2,,MTNR1B,,
CXCL6,,CCR10,,
CXCL6,,GALR1,,
CXCL6,,NPBWR1,,
CXCL6,,NPY2R,,
CXCL6,,CXCR3,,
CXCL6,,CCR3,,
CXCL6,,CCR9,,
CXCL6,,CXCR4,,
CXCL6,,P2RY14,,
CXCL6,,NPY5R,,
CXCL6,,LPAR1,,
CXCL6,,MCHR1,,
CXCL6,,LPAR2,,
XCL1,,F2RL1,,
XCL1,,LPAR1,,
XCL1,,QRFPR,,
XCL1,,MCHR1,,
XCL1,,LPAR2,,
CXCL12,,NPBWR1,,
CXCL12,,NPY2R,,
CXCL12,,MTNR1B,,
CXCL12,,CCR6,,
CXCL12,,CCR8,,
CXCL12,,CCR9,,
CXCL12,,GRM4,,
CXCL12,,P2RY14,,
CXCL12,,NPY5R,,
CXCL12,,C3AR1,,
CXCL12,,RXFP4,,
CXCL12,,LPAR1,,
CXCL12,,MCHR1,,
CXCL12,,NMUR2,,
CXCL12,,HRH4,,
CXCL12,,NMUR1,,
CXCL12,,LPAR2,,
CXCL12,,RXFP3,,
CXCL12,,HRH3,,
NMU,,NPY2R,,
NMU,,CXCR3,,
NMU,,CCR3,,
NMU,,CCR9,,
NMU,,F2RL1,,
NMU,,CXCR4,,
NMU,,P2RY14,,
NMU,,NPY5R,,
NMU,,LPAR1,,
NMU,,QRFPR,,
NMU,,MCHR1,,
NMU,,LPAR2,,
PSEN1,,DAG1,,
TNFSF10,,TRAF2,,
INSL3,,MC2R,,
INSL3,,MC1R,,
INSL3,,CRHR2,,
INSL3,,CALCRL,,
EFNA3,,EPHB3,,
EFNA3,,EPHB4,,
EFNA4,,EPHB3,,
EFNA4,,EPHB4,,
EFNA4,,EPHB1,,
EFNA5,,EPHB3,,
EFNA5,,EPHB4,,
COPA,,NOTCH2,,
COPA,,NCSTN,,
COPA,,SORT1,,
COPA,,NOTCH3,,
YARS,,SORT1,,
LAMB2,,PLAUR,,
WNT3A,,TRAF2,,
PROK1,,LPAR1,,
PROK1,,QRFPR,,
PROK1,,MCHR1,,
PROK1,,LPAR2,,
SST,,P2RY14,,
SST,,NPY5R,,
SST,,LPAR1,,
SST,,MCHR1,,
SST,,LPAR2,,
JAG1,,LRP1,,
ADAM17,,PTCH1,,
CCL20,,P2RY14,,
CCL20,,NPY5R,,
CCL20,,LPAR1,,
CCL20,,MCHR1,,
CCL20,,LPAR2,,
QRFP,,LPAR1,,
QRFP,,MCHR1,,
QRFP,,LPAR2,,
HSPG2,,LRP8,,
LTB,,TRAF2,,
CXCL9,,P2RY14,,
CXCL9,,NPY5R,,
CXCL9,,LPAR1,,
CXCL9,,MCHR1,,
CXCL9,,LPAR2,,
PNOC,,P2RY14,,
PNOC,,NPY5R,,
PNOC,,LPAR1,,
PNOC,,MCHR1,,
PNOC,,LPAR2,,
IHH,,SMO,,
KISS1,,LPAR1,,
KISS1,,QRFPR,,
KISS1,,MCHR1,,
KISS1,,LPAR2,,
RSPO1,,KREMEN1,,
NMS,,LPAR1,,
NMS,,QRFPR,,
NMS,,MCHR1,,
NMS,,LPAR2,,
UTS2B,,LPAR1,,
UTS2B,,QRFPR,,
UTS2B,,MCHR1,,
UTS2B,,LPAR2,,
NPB,,LPAR1,,
NPB,,MCHR1,,
NPB,,LPAR2,,
RLN3,,LPAR1,,
RLN3,,MCHR1,,
RLN3,,LPAR2,,
CCL19,,NMUR2,,
CCL19,,HRH4,,
CCL19,,NMUR1,,
CCL19,,LPAR2,,
CCL19,,RXFP3,,
CCL19,,HRH3,,
CXCL16,,HRH4,,
CXCL16,,NMUR1,,
CXCL16,,LPAR2,,
CXCL16,,RXFP3,,
CXCL16,,HRH3,,
HEBP1,,RXFP3,,
HEBP1,,HRH3,,
APLN,,HRH3,,
CCL14,,ACKR4,,
VEGFC,,NRP1,,
ANXA1,,CD4,,
CALR,,EGFR,,
TNF,,NRP1,,
NAMPT,,NTRK1,,
LAMB1,,NTRK1,,
NAMPT,,IGF1R,,
EFNB1,,EGFR,,
HEBP1,,EGFR,,
JAG2,,LRP6,,
EFNB1,,LRP6,,
EFNB1,,INSR,,
ANXA1,,PTPRF,,
ICAM5,,RET,,
TF,,SDC2,,
LAMA1,,FAS,,
LAMB1,,MYLK2,,
ANXA1,,ERBB2,,
ANXA1,,MET,,
LAMA1,,LIFR,,
LAMA1,,OSMR,,
ANXA1,,FAS,,
RTN4,,CD44,,
ANXA1,,CD44,,
GSTP1,,CD44,,
LAMA1,,PTPRF,,
LAMB1,,PTPRF,,
PTGS2,,ERBB2,,
CALR,,IL7R,,
MMP9,,GNRHR,,
JAG2,,NCSTN,,
CALR,,CD40,,
COPA,,PDGFRB,,
DUSP18,,INSR,,
PSAP,,ERBB2,,
CD40LG,,ITGA5,,
CTGF,,ITGA5,,
APP,,EGFR,,
CX3CL1,,ITGB4,,
PSEN1,,TGFBR1,,
PTGS2,,EGFR,,
HSP90B1,,EGFR,,
CCL27,,ACKR4,,
CCL28,,ACKR4,,
HSPG2,,FLT1,,
NLGN3,,TGFBR1,,
HSPG2,,FGFR3,,
COPA,,MTNR1B,,
APP,,BMPR1B,,
GAST,,F2RL2,,
ANXA1,,F2RL2,,
APP,,F2RL2,,
EDN1,,F2RL2,,
NMB,,F2RL2,,
SAA3,,F2RL2,,
EDN3,,F2RL2,,
PMCH,,F2RL2,,
EDN2,,F2RL2,,
CCL21,,CXCR6,,
CXCL11,,CXCR6,,
CCL25,,CXCR6,,
CXCL13,,CXCR6,,
C3,,CXCR6,,
C5,,CXCR6,,
KNG1,,CXCR6,,
POMC,,CXCR6,,
PENK,,CXCR6,,
PDYN,,CXCR6,,
PPY,,CXCR6,,
NPY,,CXCR6,,
PF4,,CXCR6,,
CXCL10,,CXCR6,,
ANXA1,,CXCR6,,
APP,,CXCR6,,
SAA3,,CXCR6,,
SAA2,,CXCR6,,
M-SAA3.2,,CXCR6,,
PYY,,CXCR6,,
CCL5,,CXCR6,,
CXCL2,,CXCR6,,
CXCL3,,CXCR6,,
PMCH,,CXCR6,,
GAL,,CXCR6,,
CXCL6,,CXCR6,,
CXCL12,,CXCR6,,
NMU,,CXCR6,,
SST,,CXCR6,,
CCL20,,CXCR6,,
CXCL9,,CXCR6,,
PNOC,,CXCR6,,
NMS,,CXCR6,,
NPB,,CXCR6,,
RLN3,,CXCR6,,
CCL19,,CXCR6,,
CCL28,,CXCR6,,
HEBP1,,CXCR6,,
APLN,,CXCR6,,
CCL27,,CXCR6,,
INSL5,,CXCR6,,
APP,,ACKR2,,
SOST,,NRP1,,
POMC,,GALR2,,
PENK,,GALR2,,
CXCL10,,GALR2,,
ANXA1,,GALR2,,
APP,,GALR2,,
SAA3,,GALR2,,
PYY,,GALR2,,
PMCH,,GALR2,,
CXCL12,,GALR2,,
CCL19,,GALR2,,
CXCL16,,GALR2,,
HEBP1,,GALR2,,
APLN,,GALR2,,
GAST,,HCRTR1,,
ANXA1,,HCRTR1,,
APP,,HCRTR1,,
EDN1,,HCRTR1,,
NMB,,HCRTR1,,
SAA3,,HCRTR1,,
EDN3,,HCRTR1,,
PMCH,,HCRTR1,,
EDN2,,HCRTR1,,
GAST,,HCRTR2,,
ANXA1,,HCRTR2,,
APP,,HCRTR2,,
EDN1,,HCRTR2,,
NMB,,HCRTR2,,
SAA3,,HCRTR2,,
EDN3,,HCRTR2,,
PMCH,,HCRTR2,,
EDN2,,HCRTR2,,
POMC,,GALR3,,
PENK,,GALR3,,
CXCL10,,GALR3,,
ANXA1,,GALR3,,
APP,,GALR3,,
SAA3,,GALR3,,
PYY,,GALR3,,
PMCH,,GALR3,,
CXCL12,,GALR3,,
CCL19,,GALR3,,
CXCL16,,GALR3,,
HEBP1,,GALR3,,
APLN,,GALR3,,
LIPH,,LRP5,,
GSTP1,,ATRN,,
APP,,IL18RAP,,
GAST,,NTSR2,,
ANXA1,,NTSR2,,
APP,,NTSR2,,
EDN1,,NTSR2,,
NMB,,NTSR2,,
SAA3,,NTSR2,,
EDN3,,NTSR2,,
PMCH,,NTSR2,,
EDN2,,NTSR2,,
POMC,,GLP2R,,
GIP,,GLP2R,,
ADM,,GLP2R,,
AVP,,EGFR,,
TF,,EGFR,,
WNT5A,,EGFR,,
COPA,,EGFR,,
YARS,,EGFR,,
HSP90B1,,LDLR,,
TF,,CD4,,
RPS19,,CD4,,
WNT5A,,CD4,,
COPA,,CD8A,,
WNT5A,,TFRC,,
PTDSS1,,ERBB2,,
GPI,,NTRK1,,
HSP90B1,,NTRK1,,
ADCYAP1,,NTRK1,,
COPA,,NTRK1,,
YARS,,NTRK1,,
HGF,,INSR,,
THBS1,,ITGAV,,
NOV,,ITGAV,,
PSEN1,,NGFR,,
ADAM17,,NGFR,,
MMP9,,ITGA5,,
CALR,,ITGA5,,
YARS,,RPSA,,
SAA3,,HTR1A,,
PYY,,HTR1A,,
PMCH,,HTR1A,,
GAL,,HTR1A,,
CXCL12,,HTR1A,,
CCL19,,HTR1A,,
CXCL16,,HTR1A,,
HEBP1,,HTR1A,,
APLN,,HTR1A,,
VEGFA,,PDGFRB,,
HSP90B1,,KIT,,
ADAM17,,GHR,,
BMP2,,FGFR1,,
WNT5A,,IGF2R,,
SEMA3A,,NPR1,,
PSEN1,,NPR3,,
ADAM17,,TNFRSF1A,,
ADAM17,,TNFRSF1B,,
EFNB2,,EPHA1,,
EFNB1,,EPHA1,,
EFNB3,,EPHA1,,
GAL,,C5AR1,,
CXCL12,,C5AR1,,
CCL19,,C5AR1,,
CXCL16,,C5AR1,,
HEBP1,,C5AR1,,
APLN,,C5AR1,,
NRG4,,ERBB3,,
HBEGF,,ERBB3,,
ADM,,LHCGR,,
ADM,,FSHR,,
ADM,,LOC521257,,
CXCL12,,CXCR2,,
NMU,,CXCR2,,
SST,,CXCR2,,
CCL20,,CXCR2,,
CXCL9,,CXCR2,,
PNOC,,CXCR2,,
NMS,,CXCR2,,
NPB,,CXCR2,,
RLN3,,CXCR2,,
CCL19,,CXCR2,,
CXCL16,,CXCR2,,
CCL28,,CXCR2,,
HEBP1,,CXCR2,,
APLN,,CXCR2,,
CCL27,,CXCR2,,
INSL5,,CXCR2,,
NTS,,EDNRA,,
XCL1,,EDNRA,,
NMU,,EDNRA,,
PROK1,,EDNRA,,
QRFP,,EDNRA,,
KISS1,,EDNRA,,
NMS,,EDNRA,,
UTS2B,,EDNRA,,
PROK2,,EDNRA,,
XCL2,,EDNRA,,
GHRL,,EDNRA,,
TAC3,,EDNRA,,
CXCL6,,CXCR7,,
NMU,,CXCR7,,
SST,,CXCR7,,
CCL20,,CXCR7,,
CXCL9,,CXCR7,,
PNOC,,CXCR7,,
